,ID,Restaurant,Address,Time,Price,District,negative,positive,cmt_Rate,total
306,307,KAZAMA - Japanese Fusion Restaurant,"14B15 Đường Thảo Điền, P. Thảo Điền, Quận 2, TP. HCM",,200.000 - 300.000,Quận 2,22.0,22.0,6.995454545454546,44.0
307,308,Mea Culpa Italian,"204C Nguyễn Văn Hưởng, P. Thảo Điền, Quận 2, TP. HCM",,100.000 - 500.000,Quận 2,,,,
308,309,Quán Ăn 1976 - Món Ngon Vị Bắc - Đường Số 20,"2 Đường Số 20 Trần Não, Quận 2, TP. HCM",,10.000 - 100.000,Quận 2,4.0,4.0,5.85,8.0
309,310,FEURO - International Food - Đường Số 47,"51 Đường Số 47, P. Thảo Điền, Quận 2, TP. HCM",,40.000 - 350.000,Quận 2,2.0,0.0,5.0,2.0
310,311,Marduk - Korean Restaurant - An Phú,"11 Thái Thuận, Phường An Phú, Quận 2, TP. HCM",,0 - 0,Quận 2,1.0,7.0,8.325,8.0
311,312,Gourmet - Food & Drink,"Tầng 7, 9E Đường Số 59, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 150.000,Quận 2,,,,
312,313,DuHo - Lẩu 7 Tầng,"25/3 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 300.000,Quận 2,0.0,5.0,8.879999999999999,5.0
313,314,Summer Crab - Xuân Thủy,"28 Xuân Thuỷ, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 1.262.000,Quận 2,1.0,1.0,6.7,2.0
314,315,Kungfu Chicken - The Vista An Phú,"P1.04B The Vista An Phú, 628 Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",,35.000 - 335.000,Quận 2,0.0,3.0,7.8,3.0
315,316,Á Châu - Gà Muối Xông Khói - Shop Online - Nguyễn Duy Trinh,"383 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",,25.000 - 140.000,Quận 2,1.0,4.0,7.6,5.0
316,317,Home Kitchen - Nhà Hàng Giá Phải Chăng Cho Bữa Ăn Gia Đình - Đường F,"I34 Đường F, P. An Phú, Quận 2, TP. HCM",,25.000 - 500.000,Quận 2,2.0,4.0,7.6,6.0
317,318,Cơm Gà 52 Đăklăk Hoàng Phát,"Số 9 Đường 13, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",,35.000 - 55.000,Quận 2,,,,
318,319,Phở Bò Hà Nội Since 1981,"460 Nguyễn Thị Định, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,40.000 - 250.000,Quận 2,0.0,1.0,10.0,1.0
319,320,Trái Cây Tô Bảo Bối,"6 Nguyễn Tư Ngiêm, P. Bình Trưng Tây, Quận 2, TP. HCM",,15.000 - 40.000,Quận 2,0.0,1.0,8.4,1.0
320,321,Gosu Sushi,"74 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 200.000,Quận 2,1.0,3.0,7.4,4.0
321,322,Bún Đậu Anh Em - Nguyễn Duy Trinh,"480 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",,20.000 - 140.000,Quận 2,3.0,0.0,5.0,3.0
322,323,Quán Bún Bò Hai Quân - Trần Lựu,"142 Trần Lựu, P. An Phú, Quận 2, TP. HCM",,40.000 - 70.000,Quận 2,0.0,1.0,9.8,1.0
323,324,Hủ Tiếu Hồng Phát Thảo Điền - Xuân Thủy,"102A Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,45.000 - 300.000,Quận 2,,,,
324,325,Chicken Story - Gà Chiên Hàn Quốc - Song Hành,"467A Song Hành, P. An Phú, Quận 2, TP. HCM",,60.000 - 300.000,Quận 2,0.0,2.0,8.899999999999999,2.0
325,326,Nhà Hàng Sành Quán - Món Ngon Lạ,"22 Song Hành, Quận 2, TP. HCM",,20.000 - 100.000,Quận 2,3.0,5.0,6.525,8.0
326,327,Há Cảo Nhà Làm - Song Hành,"Lô B Song Hành, P. An Phú, Quận 2, TP. HCM",,20.000 - 40.000,Quận 2,,,,
327,328,"Bà Tư Huế - Bún Bò, Phở Bò & Lẩu Bò","65 Nguyễn Tư Nghiêm, P. Bình Trưng Tây, Quận 2, TP. HCM",,35.000 - 250.000,Quận 2,0.0,2.0,8.8,2.0
328,329,Ớt Xanh 1 - Cháo Ếch Singapore,"Nhà Số 15 Đường 31D, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,20.000 - 150.000,Quận 2,3.0,0.0,5.133333333333334,3.0
329,330,The Black Banh - Fresh Juicy Burgers,"35 Võ Trường Toản, P. An Phú, Quận 2, TP. HCM",,10.000 - 142.000,Quận 2,1.0,2.0,6.666666666666667,3.0
330,331,Cheese Hotdog - Phô Mai Tan Chảy - Nguyễn Thị Định,"148 Nguyễn Thị Định, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",,15.000 - 100.000,Quận 2,,,,
331,332,Điểm Tâm Nắng Xuân - Bún Bò & Bún Mộc,"1 Đường Số 21, P. Bình Trưng Đông, Quận 2, TP. HCM",,20.000 - 35.000,Quận 2,,,,
332,333,Nhà Hàng Cơm Niêu Sài Gòn - Xuân Thủy,"75 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,150.000 - 500.000,Quận 2,3.0,6.0,7.111111111111111,9.0
333,334,Bếp Chị Ba - Cơm Gà Hải Nam,"23B Lê Văn Miến, P. Thảo Điền, Quận 2, TP. HCM",,10.000 - 80.000,Quận 2,0.0,3.0,9.2,3.0
334,335,Phở Hotpot - Vincom Mega Mall Thảo Điền,"Tầng 4, Lầu 4 Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 55.000,Quận 2,8.0,11.0,6.673684210526315,19.0
335,336,La Vita Bakery - Thảo Điền,"73 Thảo Điền, Quận 2, TP. HCM",,10.000 - 500.000,Quận 2,2.0,5.0,6.942857142857143,7.0
336,337,Phở Ông Tây,"16/9 Nguyễn Văn Hưởng, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,20.000 - 50.000,Quận 2,3.0,7.0,7.24,10.0
337,338,Hokkaido Baked Cheese Tart - Estella Place,"Tầng 4, Estella Place, L4-29B, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",,29.000 - 189.000,Quận 2,2.0,11.0,7.707692307692308,13.0
338,339,Cocorico - Gà Nướng Pháp Rotisserie - Đường F,"134 Đường F, P. An Phú, Quận 2, TP. HCM",,59.000 - 329.000,Quận 2,27.0,73.0,7.294,100.0
339,340,Bún Bò Huế Hạnh - Lương Định Của,"76 Lương Định Của, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",,30.000 - 35.000,Quận 2,20.0,15.0,6.468571428571429,35.0
340,341,Bob Chef - Nhà Hàng Hàn Quốc - Lexington Residence,"LA - 0104 Lexington Residence, 67 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,80.000 - 450.000,Quận 2,2.0,1.0,6.666666666666667,3.0
341,342,"Funny Eatery - Bánh Canh, Nui & Hủ Tiếu Mì - Quốc Hương","51 Quốc Hương, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,45.000 - 50.000,Quận 2,,,,
342,343,Cơm Gà Xối Mỡ 1A - Cơm Gà Xối Mỡ - Lương Định Của,"1A Lương Định Của, P. Bình An, Quận 2, TP. HCM",,0 - 0,Quận 2,0.0,2.0,7.2,2.0
343,344,Vợ Chồng A Food - Cơm Văn Phòng - Trương Văn Bang,"128 Trương Văn Bang, P. Thạch Mỹ Lợi, Quận 2, TP. HCM",,20.000 - 50.000,Quận 2,0.0,1.0,8.2,1.0
344,345,Cugini - Italian Restaurant,"19 Trần Ngọc Diện, P. Thảo Điền, Quận 2, TP. HCM",,100.000 - 500.000,Quận 2,1.0,0.0,5.0,1.0
345,346,Zone - Gaming Lounge & Coffee,"23 Đường Số 7, P. An Phú, Quận 2, TP. HCM",,20.000 - 50.000,Quận 2,5.0,8.0,7.076923076923077,13.0
346,347,Mì Quảng Mỹ Sơn - Đường 22,"3 Đường 22, P. An Phú, Quận 2, TP. HCM",,55.000 - 99.000,Quận 2,3.0,0.0,5.0,3.0
347,348,Bò Né A Đù,"771a Đường Số 5, P. Bình An, Thành Phố Thủ Đức, TP. HCM",,17.000 - 62.000,Quận 2,,,,
348,349,Nhớ Mãi Quán - Cơm Chiên & Mì Xào - Quốc Hương,"44 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 35.000,Quận 2,0.0,2.0,8.6,2.0
349,350,"Quán O Hảo - Bánh Canh, Bánh Bèo & Bánh Đúc Nóng - Đường Số 14","64 Đường Số 14, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",,6.000 - 25.000,Quận 2,1.0,0.0,5.0,1.0
350,351,Chả lụa Kim Hoàng Phát - Masteri,"T5 Masteri, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 100.000,Quận 2,,,,
351,352,The Vintage Emporium Cafe - Thảo Điền,"1 Đường Số 39, P. Thảo Điền, Quận 2, TP. HCM",,40.000 - 100.000,Quận 2,4.0,12.0,7.275,16.0
352,353,A&T Food - Shop Online,"109 Đường Số 8, P. Bình An, Quận 2, TP. HCM",,10.000 - 150.000,Quận 2,1.0,2.0,8.333333333333334,3.0
353,354,Bros Steak - Bò Sốt & Mì Ý - Đường Số 39,"178 Đường Số 39, P. Bình Trưng Tây, Quận 2, TP. HCM",,15.000 - 49.000,Quận 2,2.0,2.0,6.65,4.0
354,355,Dookki Food Truck,"628C Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",,7.000 - 159.000,Quận 2,6.0,1.0,5.285714285714286,7.0
355,356,Red - Vegetarian Food & Drink - The Sun Avenue,"00-28 Tháp S3 The Sun Avenue, 28 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,18.000 - 320.000,Quận 2,0.0,2.0,8.4,2.0
356,357,"Hải Phòng Quán - Bánh Đa Cua, Bún Cá & Bún Riêu Chả Lá Lốt","110 Đường 51 Khu Văn Minh, P. An Phú, Quận 2, TP. HCM",06:00 - 21:00,45.000 - 60.000,Quận 2,,,,
357,358,Louisiana Famous Fried Chicken - Trần Não,"102 Trần Não, P. Bình An, Quận 2, TP. HCM",,39.000 - 200.000,Quận 2,1.0,1.0,6.4,2.0
358,359,Ngọc Linh Quán - Đặc Sản Dê Ninh Bình,"47/1 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,15.000 - 450.000,Quận 2,3.0,2.0,6.04,5.0
359,360,Lẩu Công Chúa - Vincom Mega Mall Thảo Điền,"Tầng 5, Gian Hàng F5B - Red Pot Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 200.000,Quận 2,6.0,5.0,5.927272727272728,11.0
360,361,Kem Ý Gelato Puppy & Cesar - Đường Số 46,"19 Đường Số 46, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,27.000 - 164.000,Quận 2,6.0,18.0,7.041666666666667,24.0
361,362,Bún Sạch - Bò Tươi,"59 Vũ Tông Phan, P. An Phú, Quận 2, TP. HCM",,30.000 - 100.000,Quận 2,3.0,0.0,5.0,3.0
362,363,Thiên Ân Quán - Cơm Văn Phòng,"86A Song Hành, P. An Phú, Quận 2, TP. HCM",,25.000 - 50.000,Quận 2,0.0,1.0,7.6,1.0
363,364,Mr. Singh - Nhà Hàng Ấn Độ,"152 Nguyễn Văn Hưởng, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 200.000,Quận 2,5.0,2.0,5.628571428571428,7.0
364,365,Korean Food & Mexican Chicken,"573 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",,10.000 - 300.000,Quận 2,1.0,1.0,5.7,2.0
365,366,Bếp Nhà Thỏ - Foods & Drink - Xuân Thủy,"83 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 450.000,Quận 2,1.0,1.0,6.5,2.0
366,367,Terrace Cafe - Vincom MegaMall,"Tầng 1, Tầng 1, 161 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 300.000,Quận 2,1.0,1.0,6.3,2.0
367,368,Ccomaya Thảo Điền Restaurant - 9 Đường Số 6,"9 Đường Số 6, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 200.000,Quận 2,,,,
368,369,O Ry - Bún Bò Huế,"39A Lê Văn Thịnh, P. Bình Trưng Đông, Quận 2, TP. HCM",,35.000 - 45.000,Quận 2,2.0,0.0,3.8,2.0
369,370,Hà Ký - Hủ Tiếu Mì Tàu,"5 Nguyễn Quý Đức, P. An Phú, Quận 2, TP. HCM",,45.000 - 55.000,Quận 2,1.0,3.0,7.550000000000001,4.0
370,371,Cheesecake Ngon - Lê Văn Miến,"23B Lê Văn Miến, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,20.000 - 55.000,Quận 2,15.0,85.0,7.43,100.0
371,372,Gà Nướng Đất Sét - Shop Online,"79 Song Hành, P. An Phú, Quận 2, TP. HCM",,350.000 - 350.000,Quận 2,,,,
372,373,Trứng Vịt Lộn O ĐEN - Đường 42,"15 Đường 42, P. Bình Trưng Đông, Quận 2, TP. HCM",,10.000 - 11.000,Quận 2,,,,
373,374,Cơm Tấm & Bánh Xèo Miền Tây - Thanh Hằng,"20 Nguyễn Quý Cảnh, P. An Phú, Quận 2, TP. HCM",,20.000 - 120.000,Quận 2,,,,
374,375,Lẩu Dê Cây Bàng - Nguyễn Quý Cảnh,"21 Nguyễn Quý Cảnh, P. An Phú, Quận 2, TP. HCM",,30.000 - 250.000,Quận 2,,,,
375,376,Mì Ơi - Mì Tươi - Quốc Hương,"14E Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,60.000 - 115.000,Quận 2,1.0,0.0,5.0,1.0
376,377,Mixue 66 - Quốc Hương,"66 Quốc Hương, P.Thảo Điền, Quận 2, TP. HCM",,0 - 0,Quận 2,,,,
377,378,Cơm Nhà O Sim,"311 - I8 Đường E, P. An Phú, Quận 2, TP. HCM",,30.000 - 45.000,Quận 2,0.0,1.0,10.0,1.0
378,379,Hai Chị Em - Hamburger & Mì Ý,"8/15 Đường Số 49B, P. Thảo Điển, Quận 2, TP. HCM",,79.000 - 200.000,Quận 2,3.0,0.0,5.0,3.0
379,380,Gánh - Bún Bò Huế & Bún Riêu,"86 Song Hành, P. An Phú, Quận 2, TP. HCM",,40.000 - 60.000,Quận 2,2.0,0.0,5.0,2.0
380,381,Cơm Tấm Sườn Cây 999 - Trần Não,"160 Trần Não, P. An Khánh, Quận 2, TP. HCM",,0 - 0,Quận 2,1.0,0.0,3.4,1.0
381,382,Baba's Kitchen - Ẩm Thực Ấn Độ - Lê Văn Miến,"35 Lê Văn Miến, P. Thảo Điền, Quận 2, TP. HCM",,15.000 - 340.000,Quận 2,1.0,2.0,6.666666666666667,3.0
382,383,WICOOK - Ẩm Thực Việt Nam,"251B Lương Định Của, P. An Phú, Quận 2, TP. HCM",,40.000 - 600.000,Quận 2,1.0,3.0,8.4,4.0
383,384,The Lien House - Món Ngon Hà Nội - The Krista Apartment,"T002 The Krista Apartment, 537 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",06:30 - 15:00 | 17:00 - 21:30,40.000 - 150.000,Quận 2,4.0,0.0,4.5,4.0
384,385,Kiwi Kitchen - Bánh & Món Ngon Nhà Làm - Chung Cư Imperia,"Block C Chung Cư Imperia, Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,25.000 - 500.000,Quận 2,,,,
385,386,"Bún Thịt Nướng, Bún Xào & Bánh Ướt - Chợ Bình Khánh","K040 Chợ Bình Khánh, Đường Số 7, Quận 2, TP. HCM",06:00 - 12:00,15.000 - 20.000,Quận 2,,,,
386,387,Sữa Chua Nhà Làm & Sữa Hạt - Nguyễn Duy Trinh,"359/4 Nguyễn Duy Trinh, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2,,,,
387,388,Stews - Món Ngon Bắc Âu,"Chung Cư Đức Khải, Đường Số 4, P. Bình Khánh, Quận 2, TP. HCM",,100.000 - 150.000,Quận 2,,,,
388,389,Bò Né 86 - Nguyễn Duy Trinh,"403 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",,20.000 - 65.000,Quận 2,1.0,0.0,5.0,1.0
389,390,Đặc Sản Hải Phòng - Trương Văn Bang,"126 Trương Văn Bang, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,30.000 - 60.000,Quận 2,,,,
390,391,Cơm Gà Phile Áp Chảo - Bếp Cô Mười,"195A Nguyễn Thị Định, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",06:30 - 23:59,0 - 0,Quận 2,,,,
391,392,Bread&Butter Streetfood - Đường Số 11,"14 Đường Số 11, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2,,,,
392,393,Bánh Tráng Muối Tỏi - Cao Thắng,"32/5A Cao Thắng, P. 5, Quận 3, TP. HCM",,10.000 - 100.000,Quận 3,0.0,2.0,9.0,2.0
393,394,Tré Trộn Cóc Giang Hoàng - Nguyễn Thượng Hiền,"68 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,40.000 - 50.000,Quận 3,3.0,1.0,5.95,4.0
394,395,Bún Bò O Hương - Cách Mạng Tháng 8,"444/2/2 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",,25.000 - 35.000,Quận 3,0.0,2.0,7.0,2.0
395,396,Bready Bánh Mì Tươi - Burger Đĩa Bay - Bà Huyện Thanh Quan,"25 Bà Huyện Thanh Quan, P. 6, Quận 3, TP. HCM",06:15 - 20:30,10.000 - 44.000,Quận 3,44.0,56.0,6.504,100.0
396,397,Quán Chay Liên Yến,"7A Trần Văn Đang, P. 9, Quận 3, TP. HCM",,5.000 - 60.000,Quận 3,0.0,1.0,6.8,1.0
397,398,San Fu Lou - Ẩm Thực Quảng Đông - Cao Thắng,"2A Cao Thắng, P. 5, Quận 3, TP. HCM",,30.000 - 190.000,Quận 3,28.0,72.0,7.172000000000001,100.0
398,399,Bakes Saigon,"47B Trần Cao Vân, P. 6, Quận 3, TP. HCM",,35.000 - 700.000,Quận 3,6.0,8.0,7.1571428571428575,14.0
399,400,Ốc Hút Chụt Chụt,"306/27 Nguyễn Thị Minh Khai, P. 5, Quận 3, TP. HCM",,38.000 - 55.000,Quận 3,3.0,2.0,6.92,5.0
400,401,Naked Sushi & Sashimi,"193A/6 Nam Kì Khởi Nghĩa, P. Võ Thị Sáu, Quận 3, TP. HCM",,40.000 - 200.000,Quận 3,10.0,46.0,7.7178571428571425,56.0
401,402,Bún Ốc Sườn Cô Sáu - Hai Bà Trưng,"457 Hai Bà Trưng, P. 8, Quận 3, TP. HCM",06:30 - 23:57,30.000 - 35.000,Quận 3,,,,
402,403,Kebab Sài Gòn - Nguyễn Thượng Hiền,"9 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",06:45 - 21:10,25.000 - 45.000,Quận 3,27.0,25.0,5.915384615384616,52.0
403,404,Bảo Bảo - Bánh Mì Thịt Bò Nướng - Nguyễn Thượng Hiền,"1 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,25.000 - 25.000,Quận 3,8.0,10.0,7.422222222222222,18.0
404,405,Matsu Sushi - Trường Sa,"886 Trường Sa, P. 13, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3,19.0,36.0,6.865454545454546,55.0
405,406,The Jade - Bánh Sầu Riêng Kem Lạnh - Cách Mạng Tháng 8,"358/2/15A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,15.000 - 40.000,Quận 3,50.0,50.0,6.234,100.0
406,407,Bánh Tráng Ngon Ngon - Hoàng Sa,"563/12 Hoàng Sa, P. 7, Quận 3, TP. HCM",,5.000 - 22.000,Quận 3,1.0,2.0,6.533333333333334,3.0
407,408,Sâm Bổ Lượng 399 - Nguyễn Đình Chiểu,"399/14 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,10.000 - 33.000,Quận 3,5.0,11.0,6.825,16.0
408,409,Bánh Mứt Thành Long,"291/2 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,30.000 - 200.000,Quận 3,2.0,4.0,7.033333333333334,6.0
409,410,No.96 - Quán 96 Lẩu & Nướng - Võ Văn Tần,"133 Võ Văn Tần, P. Võ Thị Sáu, Quận 3, TP. HCM",,30.000 - 220.000,Quận 3,1.0,3.0,7.399999999999999,4.0
410,411,Xôi Mặn Ruốc Tươi Kim Nguyệt Viên - Nguyễn Đình Chiểu,"376/48 Nguyễn Đình Chiểu, P.4, Quận 3, TP. HCM",06:00 - 23:00,0 - 0,Quận 3,,,,
411,412,TOUS les JOURS - Cách Mạng Tháng 8,"66B Cách Mạng Tháng 8, Quận 3, TP. HCM",,20.000 - 66.000,Quận 3,37.0,63.0,6.484,100.0
412,413,Iron Steak - Hồ Xuân Hương,"65B Hồ Xuân Hương, Quận 3, TP. HCM",,20.000 - 90.000,Quận 3,25.0,20.0,6.119999999999999,45.0
413,414,"The Brownies - Bánh Brownies, Trà & Cafe","70 Đường Số 2, P. 4, Quận 3, TP. HCM",,12.000 - 250.000,Quận 3,0.0,2.0,8.3,2.0
414,415,Shin Foodcourt - Cơm Chiên & Mì Xào,"80/58 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,20.000 - 40.000,Quận 3,10.0,11.0,6.914285714285714,21.0
415,416,Cô Giàu - Bánh Mì & Xôi Mặn,"147 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,12.000 - 20.000,Quận 3,3.0,1.0,5.75,4.0
416,417,Gogi House - Thịt Nướng Hàn Quốc - Lê Văn Sỹ,"254 - 256 Lê Văn Sỹ, Quận 3, TP. HCM",,300.000 - 550.000,Quận 3,46.0,54.0,6.47,100.0
417,418,Bánh Cuốn Song Mộc - Vườn Chuối,"107 Vườn Chuối, P. 4, Quận 3, TP. HCM",06:00 - 12:00,25.000 - 40.000,Quận 3,21.0,11.0,5.4,32.0
418,419,Th'not - Thốt Nốt Sốt Trái Cây,"134 Vườn Chuối, P. 4, Quận 3, TP. HCM",,0 - 0,Quận 3,0.0,1.0,7.2,1.0
419,420,Bánh Mì Chấm Hung Tubes - Nam Kỳ Khởi Nghĩa,"284 Đường Nam Kỳ Khởi Nghĩa, P. Võ Thị Sáu, Quận 3, TP. HCM",,15.000 - 99.000,Quận 3,0.0,1.0,6.0,1.0
420,421,TOUS les JOURS - Nam Kỳ Khởi Nghĩa,"382 Nam Kỳ Khởi Nghĩa, P. 8, Quận 3, TP. HCM",,10.000 - 500.000,Quận 3,13.0,17.0,6.42,30.0
421,422,Bánh Tráng Trộn Hằng An,"219/15 Trần Văn Đang (Mặt Tiền Đỗ Thị Lời), P. 11, Quận 3, TP. HCM",,15.000 - 25.000,Quận 3,1.0,1.0,6.2,2.0
422,423,Yumi Fruit - Trái Cây Sạch & Đồ Ăn Vặt - Shop Online - Nguyễn Đình Chiểu,"241/41 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3,19.0,10.0,6.0,29.0
423,424,Mì Quảng Ăn Là Nhớ - Trần Quốc Thảo,"123A Trần Quốc Thảo, P. 7, Quận 3, TP. HCM",06:50 - 20:45,40.000 - 66.000,Quận 3,53.0,47.0,5.854,100.0
424,425,Chảo Restaurant - Bánh Mì Chảo,"31 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,25.000 - 70.000,Quận 3,43.0,57.0,6.51,100.0
425,426,Thanh Hương - Cháo Lòng Hà Nội - Trần Văn Đang,"137 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,10.000 - 45.000,Quận 3,3.0,1.0,5.1,4.0
426,427,Hủ Tiếu Bò Viên 1122,"Đối diện 1046/25 Trường Sa, P. 12, Quận 3, TP. HCM",,30.000 - 40.000,Quận 3,6.0,7.0,6.661538461538461,13.0
427,428,Gà Rán Chicken Plus - Trần Quốc Toản,"55 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",,35.000 - 219.000,Quận 3,1.0,1.0,6.4,2.0
428,429,Hương Hà Nội - Bún Chả & Bún Đậu - Nguyễn Sơn Hà,"35 Nguyễn Sơn Hà, P. 5, Quận 3, TP. HCM",,35.000 - 100.000,Quận 3,55.0,45.0,6.228,100.0
429,430,Cháo Sườn Kim Oanh - Lê Văn Sỹ,"Mặt Tiền Chợ Nguyễn Văn Trỗi, Đường Lê Văn Sỹ, Quận 3, TP. HCM",06:00 - 12:30,15.000 - 30.000,Quận 3,1.0,0.0,5.0,1.0
430,431,Bánh Tráng Trộn Giàu,"260 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3,1.0,1.0,6.1,2.0
431,432,Xôi Xéo Lá Sen,"148A Lý Chính Thắng, P. 7, Quận 3, TP. HCM",06:30 - 12:30 | 17:00 - 19:30,15.000 - 20.000,Quận 3,3.0,9.0,7.416666666666667,12.0
432,433,Bánh Tráng Tỏi 019 - Trần Quang Diệu,"019 Lô B Chung Cư Trần Quang Diệu, Trần Quang Diệu, P. 13, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3,36.0,15.0,5.643137254901961,51.0
433,434,Bột Chiên Đạt Thành,"277 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,20.000 - 33.000,Quận 3,38.0,62.0,6.492000000000001,100.0
434,435,Lẩu Gà Lá É Phú Yên Hội Ngộ - 716B Trường Sa,"716B Trường Sa, P. 14, Quận 3, TP. HCM",,50.000 - 200.000,Quận 3,7.0,11.0,7.1,18.0
435,436,Cô Na - Xôi Chiên & Chuối Chiên 5 Sao,"20 Kì Đồng, P. 9, Quận 3, TP. HCM",,25.000 - 30.000,Quận 3,1.0,0.0,5.0,1.0
436,437,Há Cảo & Xíu Mại Nhà Làm 385 - Nguyễn Đình Chiểu,"385/41 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,0 - 0,Quận 3,1.0,0.0,5.0,1.0
437,438,Mì Xí Quách 315,"315/20C Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 40.000,Quận 3,0.0,1.0,7.0,1.0
438,439,Mi En House Salad - Healthy Food & Eatclean,"284/4B Võ Văn Tần, P. 5, Quận 3, TP. HCM",,38.000 - 48.000,Quận 3,6.0,31.0,8.016216216216216,37.0
439,440,Xôi Déo - Kỳ Đồng,"14/12 Kỳ A4 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:30 - 16:00,15.000 - 70.000,Quận 3,3.0,2.0,5.5600000000000005,5.0
440,441,BaaBoo - Bánh Tươi Nhà Làm,"129/18 Lý Chính Thắng, P. Võ Thị Sáu, Quận 3, TP. HCM",,75.000 - 140.000,Quận 3,2.0,5.0,6.571428571428571,7.0
441,442,Cháo Ếch Senta - Trần Cao Vân,"41 Trần Cao Vân, P. 6, Quận 3, TP. HCM",,60.000 - 60.000,Quận 3,4.0,4.0,6.425,8.0
442,443,Bánh Mì Chay Vạn Phước - Món Chay - Lê Văn Sỹ,"195 Lê Văn Sỹ, Phường 13, Quận 3, TP. HCM",06:00 - 21:00,0 - 0,Quận 3,0.0,1.0,7.2,1.0
443,444,Phá Lấu Dì Mai,"165/3 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,20.000 - 25.000,Quận 3,4.0,9.0,7.3538461538461535,13.0
444,445,The Fitchicken - Shop Online - Trần Văn Đang,"171B Trần Văn Đang, P. 11, Quận 3, TP. HCM",,50.000 - 200.000,Quận 3,10.0,28.0,7.28421052631579,38.0
