,ID,Restaurant,Address,Time,Price,District,negative,positive,cmt_Rate,total
1242,1243,Bún Bò Huế Minh Sơn - Phạm Thế Hiển,"889 Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",07:30 - 23:00,25.000 - 50.000,Quận 8,6.0,16.0,7.054545454545454,22.0
1243,1244,Bình Mập - Bánh Tráng Phơi Sương,"22 Hưng Phú, P. 8, Quận 8, TP. HCM",08:00 - 23:30,8.000 - 50.000,Quận 8,,,,
1244,1245,A Tài - Bánh Mì Heo Quay - Phạm Thế Hiển,"51/33 Phạm Thế Hiển, P. 1, Quận 8, TP. HCM",08:00 - 22:00,10.000 - 30.000,Quận 8,,,,
1245,1246,Pizza Phố - Đường 26,"Số 33 Đường 26, P. 16, Quận 8, TP. HCM",07:00 - 21:55,70.000 - 180.000,Quận 8,,,,
1246,1247,Bún Chả Hà Nội 27 - Âu Dương Lân,"237 Âu Dương Lân, P.2, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,,,,
1247,1248,Bếp Steak Ruhi,"64 Phong Phú, P. 12, Quận 8, TP. HCM",08:00 - 19:30,20.000 - 55.000,Quận 8,2.0,2.0,7.45,4.0
1248,1249,Cháo Trắng & Cháo Đậu HP - Hoàng Minh Đạo,"16 Hoàng Minh Đạo, P. 5, Quận 8, TP. HCM",06:30 - 21:57,5.000 - 25.000,Quận 8,1.0,8.0,8.866666666666667,9.0
1249,1250,Huy Hoàng - Hủ Tiếu Nam Vang,"40 Âu Dương Lân, P. 3, Quận 8, TP. HCM",05:30 - 20:45,0 - 0,Quận 8,,,,
1250,1251,Bún Thịt Nướng Võ Trứ,"55 Võ Trứ, P. 9, Quận 8, TP. HCM",06:00 - 21:00,0 - 0,Quận 8,,,,
1251,1252,Quán Cô Bảy - Nui & Mì Xào - Đường Số 17,"17 Đường Số 17, P. 4, Quận 8, TP. HCM",06:00 - 23:48,0 - 0,Quận 8,,,,
1252,1253,Năm Ký - Cơm Gà Xối Mỡ,"58 Đường Số 41, P. 16, Quận 8, TP. HCM",08:00 - 21:00,20.000 - 30.000,Quận 8,,,,
1253,1254,Mỳ Quảng Hương Quê - Mỳ Quảng - 25 Tạ Quang Bửu,"25 Tạ Quang Bửu, P. 3, Quận 8, TP. HCM",06:00 - 21:45,0 - 0,Quận 8,0.0,1.0,8.4,1.0
1254,1255,Bò Né 3 Ngon Phượng - CC Đồng Diều,"Lô G008 CC Đồng Diều, P.4, Quận 8, TP. HCM",06:00 - 20:30,0 - 0,Quận 8,,,,
1255,1256,Lotteria - Tuy Lý Vương CoopMart,"40 - 54 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",07:30 - 21:30,18.000 - 310.000,Quận 8,6.0,4.0,5.859999999999999,10.0
1256,1257,Cháo Dinh Dưỡng - Bông Sao,"78 Bông Sao, P. 5, Quận 8, TP. HCM",05:30 - 20:00,10.000 - 40.000,Quận 8,,,,
1257,1258,Cơm Chay Thuận Ý,"84 Tạ Quang Bửu, P. 3, Quận 8, TP. HCM",07:00 - 20:00,30.000 - 50.000,Quận 8,3.0,2.0,5.5200000000000005,5.0
1258,1259,Mì Quảng 3 Anh Em - Nguyễn Thị Tần,"90 Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",07:00 - 21:30,20.000 - 50.000,Quận 8,1.0,3.0,7.1,4.0
1259,1260,Quán Chay Pháp Hoa - Bông Sao,"139 Bông Sao, P. 5, Quận 8, TP. HCM",06:00 - 22:00,15.000 - 20.000,Quận 8,,,,
1260,1261,Phượng 22F - Bún Riêu & Canh Bún,"22F Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",07:00 - 18:00,25.000 - 45.000,Quận 8,1.0,1.0,3.9,2.0
1261,1262,Gâu Gâu - Cơm Bò Xèo Chảo Gang,"238/15/8 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM",09:00 - 19:00,25.000 - 47.000,Quận 8,5.0,5.0,6.959999999999999,10.0
1262,1263,Cô Ba Chân Gà - Shop Online,"263A/18 Ba Đình, P. 8, Quận 8, TP. HCM",,70.000 - 400.000,Quận 8,13.0,11.0,7.008333333333333,24.0
1263,1264,Thằng Bờm - Bún Đậu Mắm Tôm - Phạm Hùng,"320 Phạm Hùng, P. 5, Quận 8, TP. HCM",,25.000 - 55.000,Quận 8,5.0,8.0,7.630769230769231,13.0
1264,1265,The Pizza Company - Quốc Lộ 50,"310 - 312 Quốc Lộ 50, P. 6, Quận 8, TP. HCM",,100.000 - 300.000,Quận 8,2.0,1.0,6.666666666666667,3.0
1265,1266,Quán Phở Thanh,"2A Đỗ Ngọc Quang, P. 4, Quận 8, TP. HCM",06:30 - 12:30 | 17:00 - 21:00,28.000 - 40.000,Quận 8,0.0,4.0,9.2,4.0
1266,1267,Lotteria - Dương Bá Trạc,"111 Dương Bá Trạc, Quận 8, TP. HCM",08:00 - 21:00,30.000 - 88.000,Quận 8,38.0,62.0,7.867999999999999,100.0
1267,1268,Quán Chay Hội Ngộ - Hồ Thành Biên,"15 Hồ Thành Biên, P. 4, Quận 8, TP. HCM",06:30 - 19:00,10.000 - 25.000,Quận 8,0.0,1.0,8.8,1.0
1268,1269,Hồng Ký - Hủ Tíu Mì Hoành Thánh & Mì Vịt Tiềm,"362 Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",06:00 - 12:00 | 15:00 - 23:59,40.000 - 100.000,Quận 8,1.0,6.0,8.257142857142856,7.0
1269,1270,Hoàng Ty - Đặc Sản Trảng Bàng - Tạ Quang Bửu,"821 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",08:00 - 21:00,40.000 - 100.000,Quận 8,16.0,12.0,6.578571428571428,28.0
1270,1271,Ghiền Chè Bưởi - Shop Online,"311/36 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",00:00 - 23:59,5.000 - 35.000,Quận 8,1.0,6.0,8.685714285714285,7.0
1271,1272,Bếp Nhà Xoài - Nguyễn Văn Của,"41 Nguyễn Văn Của, P. 13, Quận 8, TP. HCM",07:00 - 12:00 | 17:00 - 20:30,22.000 - 50.000,Quận 8,1.0,1.0,7.5,2.0
1272,1273,Bánh Tráng Dẻo Nyny - Trần Văn Thành,"11/16 Trần Văn Thành, P. 8, Quận 8, TP. HCM",03:00 - 19:00,5.000 - 13.000,Quận 8,5.0,7.0,7.133333333333333,12.0
1273,1274,Lam Thiên Yến - Yến Tươi Chưng Nóng - Phạm Đức Sơn,"192A Phạm Đức Sơn, P. 16, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,0.0,1.0,10.0,1.0
1274,1275,Tiệm Bánh Susan Bakery,"42A Đường 783 Tạ Quang Bửu, P. 4, Quận 8, TP. HCM",07:00 - 23:59,70.000 - 400.000,Quận 8,4.0,0.0,5.0,4.0
1275,1276,Hủ Tiếu Nam Vang A Huy - Cao Lỗ,"35/9C Đường Cao Lỗ, P. 4, Quận 8, TP. HCM",06:00 - 10:00,11.000 - 63.000,Quận 8,3.0,0.0,5.0,3.0
1276,1277,Bánh Cuốn Đồng Diều - Bánh Cuốn Nóng & Bánh Ướt - 54 Phạm Nhữ Tăng,"54 Phạm Nhữ Tăng, P. 4, Quận 8, TP. HCM",05:30 - 12:30,0 - 0,Quận 8,20.0,80.0,9.0,100.0
1277,1278,Bún Chả Cá Quy Nhơn - Phạm Thế Hiển,"562 Phạm Thế Hiển, Quận 8, TP. HCM",07:00 - 20:30,20.000 - 30.000,Quận 8,2.0,7.0,7.800000000000001,9.0
1278,1279,Ái Hồng - Nui Mì & Cơm Xào Bò,"95 Nguyễn Chế Nghĩa, P. 12, Quận 8, TP. HCM",06:00 - 11:30,20.000 - 30.000,Quận 8,0.0,1.0,8.0,1.0
1279,1280,Quán Cơm Chiên 180,"152A/9 Hưng Phú, P. 8, Quận 8, TP. HCM",08:00 - 21:55,15.000 - 60.000,Quận 8,2.0,5.0,7.742857142857143,7.0
1280,1281,Phở Nị & Bò Kho,"726 Hưng Phú, Quận 8, TP. HCM",06:50 - 23:59,35.000 - 45.000,Quận 8,1.0,0.0,5.0,1.0
1281,1282,Lò Bánh Mì & Heo Quay A Nhiều 2,"244 Dương Bá Trạc, Quận 8, TP. HCM",05:00 - 15:00,3.000 - 40.000,Quận 8,4.0,7.0,6.745454545454546,11.0
1282,1283,Cơm Gà Xối Mỡ 142 - Ba Đình,"142 Ba Đình, P. 10, Quận 8, TP. HCM",,20.000 - 55.000,Quận 8,52.0,48.0,6.272,100.0
1283,1284,Phở 25 - Chi Nhánh Q8,"53 Dương Quang Đông (Đường 1011 Cũ), P. 5, Quận 8, TP. HCM",06:00 - 13:00 | 16:00 - 22:00,30.000 - 50.000,Quận 8,3.0,2.0,4.64,5.0
1284,1285,Chị Gà - Cơm Tấm - Phạm Thế Hiển,"1873/21 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",07:00 - 10:00,0 - 0,Quận 8,0.0,2.0,8.6,2.0
1285,1286,Quán Bún Riêu & Canh Bún - Phạm Thế Hiển,"1556 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",06:00 - 19:00,0 - 0,Quận 8,,,,
1286,1287,Cháo Dinh Dưỡng Panda - Đặng Chất,"12 Đặng Chất, P. 3, Quận 8, TP. HCM",06:00 - 17:45,13.000 - 35.000,Quận 8,7.0,20.0,8.177777777777777,27.0
1287,1288,Gỏi Cuốn & Bánh Mì Hấp 85,"85 Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 17:10,7.000 - 45.000,Quận 8,3.0,0.0,3.6666666666666665,3.0
1288,1289,Giò Chả Phương Anh,"100A/12 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 19:00,30.000 - 55.000,Quận 8,,,,
1289,1290,Thanh Thủy - Cơm Tấm - Dương Bạch Mai,"138/2 Dương Bạch Mai, P. 5, Quận 8, TP. HCM",07:00 - 23:59,25.000 - 40.000,Quận 8,,,,
1290,1291,Bayon - Hủ Tiếu Nam Vang - Bùi Minh Trực,"208 Bùi Minh Trực, P. 5, Quận 8, TP. HCM",06:00 - 22:00,28.000 - 45.000,Quận 8,0.0,1.0,6.0,1.0
1291,1292,Bánh Tráng Gây Nghiện,"1/114 Tùng Thiện Vương, P. 11, Quận 8, TP. HCM",00:00 - 23:59,7.000 - 35.000,Quận 8,0.0,3.0,7.533333333333334,3.0
1292,1293,Cháo Dinh Dưỡng Việt Soup - Nguyễn Thị Tần,"23F' Hẻm 101 Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",05:30 - 22:00,20.000 - 40.000,Quận 8,,,,
1293,1294,Gỏi Cuốn 240 - Gỏi Cuốn - 240/11 Dương Bá Trạc,"240/11 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,,,,
1294,1295,Chong Chóng Bakery - Bánh Ngon Nhà Làm - Hưng Phú,"782 Hưng Phú, P. 10, Quận 8, TP. HCM",08:00 - 22:00,10.000 - 25.000,Quận 8,0.0,1.0,9.6,1.0
1295,1296,Bảo Phương - Bánh Mì Doner Kebab - Dương Bá Trạc,"306 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",06:00 - 21:59,20.000 - 20.000,Quận 8,,,,
1296,1297,Bửu Ký Mì Gia,"1434H Phạm Thế Hiển, P. 5, Quận 8, TP. HCM",06:00 - 11:30 | 16:00 - 20:50,25.000 - 30.000,Quận 8,1.0,1.0,6.3,2.0
1297,1298,Gà Mơ - Gà Rán & Bánh Gạo - Phạm Hùng,"13/20a Phạm Hùng, P. 4, Quận 8, TP. HCM",08:00 - 21:30,10.000 - 50.000,Quận 8,1.0,1.0,6.5,2.0
1298,1299,Oanh - Cơm Tấm & Bún Thịt Nướng,"788 Hưng Phú, P. 10, Quận 8, TP. HCM",06:00 - 14:00,20.000 - 25.000,Quận 8,1.0,0.0,2.2,1.0
1299,1300,Mì Quảng 3 Anh Em - Phạm Hùng,"322 Phạm Hùng, P. 4, Quận 8, TP. HCM",07:00 - 21:00,30.000 - 50.000,Quận 8,,,,
1300,1301,Kem Nhãn Công Thành,"231/43 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",06:00 - 22:00,15.000 - 60.000,Quận 8,0.0,2.0,8.7,2.0
1301,1302,Quán Cơm Lê Nhung - Đường Số 6,"23 Đường Số 6, P. 6, Quận 8, TP. HCM",07:07 - 20:55,25.000 - 55.000,Quận 8,1.0,2.0,8.333333333333334,3.0
1302,1303,"Ăn Vặt CƯỜNG NGÂN - Xoài Cóc Non, Chân Gà & Bánh Tráng","146 Đường Võ Trứ, P. 9, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,,,,
1303,1304,Cơm Tấm & Bún Thịt Nướng - Mai Anh,"258/70 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",05:30 - 12:30,0 - 0,Quận 8,,,,
1304,1305,Bảo Phương - Bánh Mì Doner Kebab - 288 Dương Bá Trạc,"288 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 21:59,16.000 - 25.000,Quận 8,,,,
1305,1306,Quán Cơm Cô Thủy,"27 Nguyễn Chế Nghĩa, P. 13, Quận 8, TP. HCM",06:00 - 20:30 | 09:00 - 21:00,25.000 - 250.000,Quận 8,1.0,0.0,5.8,1.0
1306,1307,Cô Hằng - Rau Câu Dừa,"304/138B Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",06:00 - 22:00,5.000 - 20.000,Quận 8,,,,
1307,1308,Huy Ký Mì Gia - Hưng Phú,"730 Hưng Phú, P. 10, Quận 8, TP. HCM",06:00 - 10:00 | 15:00 - 21:00,10.000 - 40.000,Quận 8,0.0,2.0,8.4,2.0
1308,1309,Xúc Xích Đức Anh Ba Tây - Dương Bá Trạc,"174 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 08:40 | 15:00 - 20:40,25.000 - 190.000,Quận 8,24.0,52.0,7.018421052631578,76.0
1309,1310,Cơm Tấm Gia Bảo - Cơm Sườn Bì Chả,"226 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:30 - 20:00,20.000 - 40.000,Quận 8,,,,
1310,1311,Bánh Dừa Cadé Chú Lợi,"775 Hưng Phú, P. 9, Quận 8, TP. HCM",06:30 - 20:00,5.000 - 10.000,Quận 8,6.0,10.0,6.825,16.0
1311,1312,Bếp Nhà Bao Tiểu Thư - Cơm & Bánh Tằm Bì,"43 Đào Cam Mộc, P. 4, Quận 8, TP. HCM",07:29 - 19:59,25.000 - 35.000,Quận 8,5.0,6.0,7.236363636363635,11.0
1312,1313,Bánh Tét Anh Đào - Shop Online,"129 Nguyễn Duy, P. 9, Quận 8, TP. HCM",07:00 - 20:30,15.000 - 150.000,Quận 8,4.0,5.0,6.666666666666667,9.0
1313,1314,A Tài - Bánh Mì Heo Quay,"75B Dương Bá Trạc, P. 1, Quận 8, TP. HCM",07:00 - 22:00,25.000 - 25.000,Quận 8,,,,
1314,1315,Phở Dũng - Phạm Thế Hiển,"811 Phạm Thế Hiển, P.4, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,,,,
1315,1316,Cá Viên Chiên Mắm Tỏi & Ăn Vặt - Ăn Ngon Không Mập,"154/170/26c Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 23:59,20.000 - 100.000,Quận 8,,,,
1316,1317,Khô Gà Lá Chanh HCM - Âu Dương Lân - Shop Online,"154/83/26D Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 22:00,50.000 - 280.000,Quận 8,7.0,9.0,7.35,16.0
1317,1318,Quán Ngon Trảng Bàng - Võ Văn Kiệt,"15 Võ Văn Kiệt, P. 16, Quận 8, TP. HCM",07:00 - 21:00,20.000 - 400.000,Quận 8,,,,
1318,1319,Diệu Bún Gạo Xào Chay & Bánh Uớt Chay,"139/27 Dạ Nam, P. 3, Quận 8, TP. HCM",06:00 - 19:00,0 - 0,Quận 8,,,,
1319,1320,Xôi Xéo Hà Nội,"82 Đ. Châu Thị Hóa, P. 4, Quận 8, TP. HCM",07:00 - 19:00,10.000 - 35.000,Quận 8,12.0,16.0,6.885714285714286,28.0
1320,1321,Ăn Vặt A Dìn - Nguyễn Duy,"40N/3 Nguyễn Duy, P. 9, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,,,,
1321,1322,Bánh Cuốn 72,"120 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",06:00 - 21:00,18.000 - 28.000,Quận 8,3.0,3.0,7.033333333333334,6.0
1322,1323,Sữa Chua Trân Châu Hạ Long - Tùng Thiện Vương,"345 Tùng Thiện Vương, P. 12, Quận 8, TP. HCM",08:00 - 22:00,15.000 - 30.000,Quận 8,,,,
1323,1324,Hủ Tiếu Nam Vang Liến Húa - Đào Cam Mộc,"135 Đào Cam Mộc, P. 4, Quận 8, TP. HCM",06:00 - 21:00,25.000 - 60.000,Quận 8,1.0,3.0,8.5,4.0
1324,1325,Mosi Mosi - Mì Cay & Ăn Vặt - Tuy Lý Vương,"108 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",08:00 - 21:59,10.000 - 90.000,Quận 8,,,,
1325,1326,Cơm Chay Diệu Hiền,"133 Bông Sao, P. 5, Quận 8, TP. HCM",07:00 - 22:00,15.000 - 20.000,Quận 8,,,,
1326,1327,Bánh Bao Thọ Phát - Âu Dương Lân,"192 Âu Dương Lân , P. 3, Quận 8, TP. HCM",05:45 - 21:00,10.000 - 140.000,Quận 8,,,,
1327,1328,Bánh Xèo Cô 9 - Bún Mắm Nêm & Bún Chả Ram Tôm Đất,"17 Đường Số 9, P. 4, Quận 8, TP. HCM",,19.000 - 79.000,Quận 8,,,,
1328,1329,Bánh Mì Ơi - 158 Cao Lỗ,"158 Cao Lỗ, P. 4, Quận 8, TP. HCM",07:00 - 17:00,15.000 - 45.000,Quận 8,,,,
1329,1330,Phở Hiền - Phạm Thể Hiển,"592 Đường Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",00:00 - 23:59,5.000 - 39.000,Quận 8,,,,
1330,1331,Thành Đạt - Hủ Tiếu Nam Vang - Quốc Lộ 50,"272 Quốc Lộ 50, P. 6, Quận 8, TP. HCM",00:00 - 23:59,35.000 - 40.000,Quận 8,0.0,2.0,8.5,2.0
1331,1332,Kim Sơn - Bánh Mì & Xôi,"327C Tùng Thiện Vương, P. 11, Quận 8, TP. HCM",05:30 - 23:59,17.000 - 17.000,Quận 8,,,,
1332,1333,Cơm Gà Hòa Bình - Phạm Thế Hiển,"280G Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",,49.000 - 159.000,Quận 8,6.0,17.0,7.034782608695653,23.0
1333,1334,Cháo dinh dưỡng - Việt Soup - Bông Sao,"63 Bông Sao, P. 5, Quận 8, TP. HCM",05:30 - 20:00,0 - 0,Quận 8,,,,
1334,1335,"Liến Húa - Hủ Tiếu Nam Vang, Há Cảo & Xíu Mại","Chung Cư Green River - Lô A, 2225 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",00:00 - 23:59,50.000 - 100.000,Quận 8,4.0,6.0,6.540000000000001,10.0
1335,1336,Ánh Bán Bánh - Bánh Kem & Bánh Bông Lan Trứng Muối,"E1 0.03 Chung Cư Him Lam Nam Khánh, Dương Quang Đông, P. 5, Quận 8, TP. HCM",07:00 - 21:00,10.000 - 100.000,Quận 8,,,,
1336,1337,"Ẩm Thực Chay Sen Vàng - Cơm Chay, Lẩu Chay & Hủ Tiếu Chay - Tạ Quang Bửu","677 Tạ Quang Bửu, P. 4, Quận 8, TP. HCM",06:20 - 16:00 | 16:10 - 23:00,30.000 - 60.000,Quận 8,,,,
1337,1338,Bếp Bà Ngân Kimbap - Trà Sữa,"413 Nguyễn Duy, P. 10, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,,,,
1338,1339,Cơm 157 - Hưng Phú,"157A1 Hưng Phú, P. 8, Quận 8, TP. HCM",08:00 - 15:00,35.000 - 40.000,Quận 8,,,,
1339,1340,Tiệm Gà Ủ Muối Chính Hiệu & Thế Giới Viên Chiên Thả Lẩu - 84 Cao Lỗ,"79C Đường 84 Cao Lỗ, P. 4, Quận 8, TP. HCM",00:00 - 23:59,20.000 - 250.000,Quận 8,,,,
1340,1341,HOHOMEI Điểm Tâm - Mì Gia - Tạ Quang Bửu,"906 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",06:30 - 13:00 | 17:00 - 21:00,15.000 - 150.000,Quận 8,,,,
1341,1342,Cơm Gà Ngon - Âu Dương Lân,"104 Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 20:50,25.000 - 40.000,Quận 8,0.0,1.0,8.4,1.0
1342,1343,Canh Bún & Bún Riêu Bạch Tuộc,"8K Nguyễn Thị Tần, Quận 8, TP. HCM",07:00 - 10:00,15.000 - 30.000,Quận 8,1.0,3.0,5.75,4.0
1343,1344,Ăn Vặt Quận 8 - Khô Bò & Khô Gà - Phạm Thế Hiển,"1917/44 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,1.0,0.0,5.0,1.0
1344,1345,Thiên Ân - Bánh Mì Hà Nội,"771B Hưng Phú, P. 9, Quận 8, TP. HCM",05:30 - 23:00,10.000 - 350.000,Quận 8,5.0,2.0,6.171428571428572,7.0
1345,1346,AN FOOD 2 - Gà Ủ Muối Hoa Tiêu & Chân Gà Ủ Muối - Phạm Thế Hiển,"51B/30 Phạm Thế Hiển, P. 1, Quận 8, TP. HCM",00:01 - 23:59,50.000 - 200.000,Quận 8,,,,
1346,1347,Bún Bò Huế 67 - Bún Bò - 67 Bùi Điền,"67 Bùi Điền, P. 4, Quận 8, TP. HCM",06:30 - 20:00,27.000 - 30.000,Quận 8,,,,
1347,1348,Bún Cá Châu Đốc 77,"875 Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",07:00 - 22:30,25.000 - 30.000,Quận 8,2.0,1.0,5.0,3.0
1348,1349,MẸ RI - MÌ Trộn INDOMIE,"34 Nguyễn Chế Nghĩa, P. 13, Quận 8, TP. HCM",06:00 - 18:00,10.000 - 269.000,Quận 8,,,,
1349,1350,Bánh Cuốn Âu Lạc - Liên Tỉnh 5,"105 Liên Tỉnh 5, P. 5, Quận 8, TP. HCM",06:00 - 21:00,0 - 0,Quận 8,,,,
1350,1351,Hưng Thúy - Bánh Mì Hà Nội,"363 Hưng Phú, P. 9, Quận 8, TP. HCM",00:00 - 23:59,10.000 - 450.000,Quận 8,,,,
1351,1352,Bún Thịt Nướng Anh Thư - Bún Nem Nướng - Bông Sao,"104 Bông Sao, P. 5, Quận 8, TP. HCM",05:00 - 13:30,0 - 0,Quận 8,,,,
1352,1353,Cơm Tấm Ngô Quyền - Hiệp Phú,"3 Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",07:00 - 21:00,25.000 - 60.000,Quận 9,,,,
1353,1354,Essence - Cake & Coffee,"184 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",06:00 - 22:00,8.000 - 42.000,Quận 9,,,,
1354,1355,Thiên Phát - Bánh Mì Bình Định - Quang Trung,"64A Quang Trung, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",,12.000 - 130.000,Quận 9,,,,
1355,1356,Long Ngon - Bánh Tráng Trộn,"82 Đường Số 21, P. Phước Long A, Quận 9, TP. HCM",,10.000 - 30.000,Quận 9,,,,
1356,1357,Snack To Go - Ăn Vặt Văn Phòng - Đường Số 1,"Chung Cư Sky9, 61 - 63 Đường Số 1, P. Phú hữu, Quận 9, TP. HCM",08:00 - 20:00,12.000 - 50.000,Quận 9,,,,
1357,1358,Bún Đậu Mắm Tôm H-Famil - Man Thiện,"202A3 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",10:00 - 13:00 | 16:00 - 21:00,40.000 - 60.000,Quận 9,5.0,4.0,5.977777777777778,9.0
1358,1359,Lẩu Bò Hương Quê - Quang Trung,"93/8 Quang Trung, P. Hiệp Phú, Quận 9, TP. HCM",,100.000 - 400.000,Quận 9,,,,
1359,1360,Quán Cơm Nguyễn Trực - Tăng Nhơn Phú,"263 Tăng Nhơn Phú, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",,25.000 - 30.000,Quận 9,,,,
1360,1361,"Hùng Béo - Hủ Tiếu, Mì Xào & Cơm Trưa - Ngô Quyền","5A Ngô Quyền, Khu Phố 2, P. Hiệp Phú, Quận 9, TP. HCM",,25.000 - 35.000,Quận 9,,,,
1361,1362,Cơm Cháy Kho Quẹt Nhà Bơ,"250 Đỗ Xuân Hợp, P. Phước Long A, Quận 9, TP. HCM",,15.000 - 50.000,Quận 9,0.0,2.0,9.9,2.0
1362,1363,Lò Quay Văn Anh - Chân Giò Rút Xương & Gà Nướng Muối Ớt,"24B Tây Hòa, P. Phước Long A, Quận 9, TP. HCM",,180.000 - 500.000,Quận 9,1.0,0.0,5.0,1.0
1363,1364,Quán Phở Tín 2 - Ngô Quyền,"52B Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",06:00 - 12:00 | 16:00 - 21:00,40.000 - 80.000,Quận 9,,,,
1364,1365,Nhi Nhi - Bún Thịt Nướng & Bánh Mì Xíu Mại,"7 Trương Văn Hải, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",,25.000 - 40.000,Quận 9,0.0,2.0,9.4,2.0
1365,1366,Nhà Mẹt - Bún Đậu & Mì Trộn Lòng Đào,"168 Nam Hòa, P. Phước Long A, Quận 9, TP. HCM",,2.000 - 130.000,Quận 9,0.0,1.0,9.2,1.0
1366,1367,Bún Đậu Tôn Đào - Ehome S,"Tầng Trệt, C015 Block C, Tầng Trệt 15 Ehome S, Đường 2A, P. Phú Hữu, Quận 9, TP. HCM",,8.000 - 90.000,Quận 9,1.0,7.0,9.025,8.0
1367,1368,Vati - Cơm Văn Phòng & Ăn Vặt - Shop Online,"73/45/7 Đình Phong Phú, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",,5.000 - 40.000,Quận 9,0.0,2.0,8.3,2.0
1368,1369,"Baby Chicken - Gà Rán, Khoai Tây Chiên & Khoai Lang Lắc - Shop Online","1063A Nguyễn Xiển, P. Long Bình, Quận 9, TP. HCM",,10.000 - 30.000,Quận 9,0.0,4.0,8.65,4.0
1369,1370,Cơm Tấm Ngô Quyền - Hiệp Phú,"3 Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",07:00 - 21:00,25.000 - 60.000,Quận 9,,,,
1370,1371,Quán Phở Tín 2 - Ngô Quyền,"52B Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",06:00 - 12:00 | 16:00 - 21:00,40.000 - 80.000,Quận 9,,,,
1371,1372,"Bún Bò Yến - Bún Bò, Bò Kho & Bún Riêu - Tăng Nhơn Phú","101 Tăng Nhơn Phú, P. Phước Long B, Quận 9, TP. HCM",06:00 - 13:30,0 - 0,Quận 9,,,,
1372,1373,Bún Bò 155 - Lã Xuân Oai,"155 Lã Xuân Oai, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",,30.000 - 55.000,Quận 9,,,,
1373,1374,Bún Đậu Mắm Tôm H-Famil - 464 Lê Văn Việt,"464 Lê Văn Việt, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",09:30 - 22:00,25.000 - 65.000,Quận 9,3.0,4.0,7.028571428571429,7.0
1374,1375,Điểm Tâm 86 - Hủ Tiếu & Bò Kho,"86 Đường Số 8, P. Phước Bình, Quận 9, TP. HCM",,20.000 - 40.000,Quận 9,,,,
1375,1376,Tiệm Bánh Chuối Nhà Làm - Đường 13,"98 Đường 13, P. Phước Bình, Quận 9, TP. HCM",08:00 - 17:00,50.000 - 120.000,Quận 9,,,,
